name	TCGA-AG-A020-11A	TCGA-AA-3495-11A	TCGA-AA-3509-11A	TCGA-AA-3529-11A	TCGA-A6-3808-11A	TCGA-AA-A03J-11A	TCGA-A6-3807-11A	TCGA-AA-A01V-11A	TCGA-AG-A01W-11A	TCGA-AA-3514-11A	TCGA-A6-2683-11A	TCGA-A6-3810-11A	TCGA-AF-3913-11A	TCGA-AA-A01S-11A	TCGA-AG-A01Y-11A	TCGA-AA-3510-11A	TCGA-AZ-6601-11A	TCGA-AA-3494-11A	TCGA-AA-A01P-11A	TCGA-AA-A01R-11A	TCGA-AA-A03F-11A	TCGA-AA-A01X-11A	TCGA-AA-A01T-11A	TCGA-AA-3502-11A	TCGA-AA-A02O-11A	TCGA-AF-2692-01A	TCGA-AA-A01R-01A	TCGA-AG-A014-01A	TCGA-A6-A567-01A	TCGA-F5-6814-01A	TCGA-AG-A008-01A	TCGA-AA-3675-01A	TCGA-AA-3685-01A	TCGA-AA-3548-01A	TCGA-AZ-6601-01A	TCGA-AG-A00C-01A	TCGA-AG-A002-01A	TCGA-A6-A566-01A	TCGA-AG-3593-01A	TCGA-D5-6540-01A	TCGA-AA-A01V-01A	TCGA-AG-A032-01A	TCGA-AA-3672-01A	TCGA-AA-3514-01A	TCGA-AZ-4681-01A	TCGA-AA-3495-01A	TCGA-AG-3881-01A	TCGA-AG-3909-01A	TCGA-AZ-4315-01A	TCGA-A6-3809-01A	TCGA-AG-4007-01A	TCGA-AA-3549-01A	TCGA-AA-3693-01A	TCGA-AG-3882-01A	TCGA-CK-4951-01A	TCGA-A6-2674-01A	TCGA-NH-A50T-01A	TCGA-AF-2689-01A	TCGA-AG-3893-01A	TCGA-A6-6650-01B	TCGA-A6-6650-01A	TCGA-AA-3994-01A	TCGA-AG-3728-01A	TCGA-AA-3861-01A	TCGA-CA-6717-01A	TCGA-AG-3892-01A	TCGA-AA-A01G-01A	TCGA-AG-4001-01A	TCGA-AG-3582-01A	TCGA-AA-3977-01A	TCGA-AG-A01Y-01A	TCGA-AA-A01D-01A	TCGA-AG-A00H-01A	TCGA-AG-3902-01A	TCGA-A6-6141-01A	TCGA-AG-3885-01A	TCGA-A6-5656-01B	TCGA-AZ-4614-01A	TCGA-AA-3534-01A	TCGA-AG-A01L-01A	TCGA-AA-A02O-01A	TCGA-AG-3890-01A	TCGA-A6-5659-01B	TCGA-AD-A5EJ-01A	TCGA-A6-6780-01B	TCGA-AG-3894-01A	TCGA-CM-4744-01A	TCGA-AG-A011-01A	TCGA-AA-A02Y-01A	TCGA-A6-2681-01A	TCGA-A6-3807-01A	TCGA-AA-3956-01A	TCGA-AA-A01P-01A	TCGA-A6-2678-01A	TCGA-A6-3809-01B	TCGA-AA-3518-01A	TCGA-AA-3968-01A	TCGA-AA-A02R-01A	TCGA-AA-A00U-01A	TCGA-AG-4008-01A	TCGA-A6-5656-01A	TCGA-AA-A00Z-01A	TCGA-A6-6781-01A	TCGA-AG-3878-01A	TCGA-AZ-4615-01A	TCGA-AA-3529-01A	TCGA-AD-A5EK-01A	TCGA-CA-6718-01A	TCGA-AA-A01T-01A	TCGA-AG-3574-01A	TCGA-CM-4746-01A	TCGA-AF-3913-01A	TCGA-AG-3727-01A	TCGA-AG-3999-01A	TCGA-QG-A5Z2-01A	TCGA-A6-3808-01A	TCGA-AA-A03J-01A	TCGA-AA-3494-01A	TCGA-AA-3516-01A	TCGA-AA-3555-01A	TCGA-AY-4070-01A	TCGA-A6-2677-01A	TCGA-AA-A01Q-01A	TCGA-AA-A01I-01A	TCGA-CM-4747-01A	TCGA-AG-3898-01A	TCGA-A6-5659-01A	TCGA-AA-3966-01A	TCGA-AA-A00R-01A	TCGA-AZ-4682-01B	TCGA-AA-A00Q-01A	TCGA-AZ-4313-01A	TCGA-AD-6964-01A	TCGA-AG-4005-01A	TCGA-AA-A01K-01A	TCGA-AG-3887-01A	TCGA-EI-6917-01A	TCGA-AZ-4684-01A	TCGA-CA-5256-01A	TCGA-AA-3558-01A	TCGA-A6-2671-01A	TCGA-A6-2682-01A	TCGA-AA-A01C-01A	TCGA-AG-A01N-01A	TCGA-QG-A5Z1-01A	TCGA-AA-3553-01A	TCGA-A6-2684-01A	TCGA-AA-3510-01A	TCGA-AA-A01X-01A	TCGA-CM-4752-01A	TCGA-AA-3502-01A	TCGA-AG-3896-01A	TCGA-CM-4750-01A	TCGA-NH-A50V-01A	TCGA-A6-3810-01B	TCGA-AA-3688-01A	TCGA-AY-4071-01A	TCGA-AA-A02K-01A	TCGA-A6-6780-01A	TCGA-AA-3509-01A	TCGA-AA-3812-01A	TCGA-AZ-4308-01A	TCGA-AG-4015-01A	TCGA-AA-A010-01A	TCGA-QG-A5YV-01A	TCGA-AG-A00Y-01A	TCGA-AG-3901-01A	TCGA-A6-2679-01A	TCGA-AA-3970-01A	TCGA-QG-A5YX-01A	TCGA-AG-A01W-01A	TCGA-AG-A020-01A	TCGA-A6-3810-01A	TCGA-CM-4748-01A	TCGA-AA-3947-01A	TCGA-A6-2676-01A	TCGA-AA-A03F-01A	TCGA-A6-A56B-01A	TCGA-AY-A54L-01A	TCGA-A6-2677-01B	TCGA-A6-2683-01A	TCGA-AA-3681-01A	TCGA-QG-A5YW-01A	TCGA-AF-2691-01A	TCGA-AA-3666-01A	TCGA-AG-A015-01A	TCGA-AA-A02W-01A	TCGA-AA-A01S-01A	TCGA-AA-3664-01A	TCGA-A6-2684-01C	TCGA-AA-3715-01A	TCGA-AA-A00N-01A	TCGA-A6-A565-01A	TCGA-AA-3692-01A	TCGA-A6-2680-01A
Atopobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium	0	0	0	0	0.028867286	0	0.014776363	0	0	0	0.012935388	0	0	0	0	0	0.012400702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059526103	0	0	0.015047897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052482541	0	0	0.012774719	0	0	0	0	0	0.012580712	0	0	0	0.017034745	0	0.010102096	0	0	0	0.032996103	0	0	0	0	0	0	0	0	0.011721601	0	0	0	0.021041299	0	0	0.013318838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034414697	0	0	0.011803494	0.012455428	0	0	0	0	0	0	0	0	0	0.020517853	0	0.031589962	0	0	0	0	0	0	0	0	0.027068217	0	0	0	0	0.010758192	0	0	0.051311521	0	0	0	0	0	0.025723797	0	0	0	0	0	0	0.060520948	0.016448839	0	0	0	0.077423226	0	0.012303986	0	0	0.011807824	0.027602318	0.01054663	0.014792208	0	0	0.026321354	0	0	0.015087406	0.011083777	0	0	0.012994166	0	0	0	0.031486372	0	0	0	0	0	0
Lactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012962755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.248803828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01208981	0	0	0	0	0	0	0	0	0	0	0.050482293	0	0	0	0.066492985	0.024832311	0	0	0	0.011573683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057094595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124401914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012702354	0	0	0	0	0	0	0	0	0	0.025218352	0
Bifidobacterium	0	0	0.016839469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010752688	0	0	0	0	0	0	0	0.117479906	0	0.012368258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035093936	0	0	0	0	0	0	0.019285006	0	0	0	0	0	0	0	0	0	0	0.022537786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028315309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017951426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021917808	0	0	0.01052036	0	0	0	0	0.016540664	0	0	0	0.014231947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014729951	0	0	0	0	0	0	0	0
Brevibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium	0	0.011701764	0.011653998	0	0.01204664	0	0	0	0.012662696	0	0	0	0	0	0	0	0.053961912	0	0	0	0	0	0	0	0.011185783	0	0	0	0	0	0	0	0	0	0.033145942	0	0	0	0	0	0	0	0	0	0.039723661	0	0	0.016263381	0	0	0	0	0.027359943	0	0	0	0	0	0.035804125	0	0	0	0	0.01457142	0	0	0	0.012777286	0	0	0	0	0	0.010102096	0	0	0	0	0	0.014764991	0	0.018853553	0.018848365	0	0	0	0	0	0	0.024892042	0	0	0	0.045737768	0	0	0.013744736	0	0	0.029362642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016438081	0	0	0	0	0.012004647	0.012178453	0	0	0	0.014852899	0.018100731	0.010965632	0	0	0	0	0	0	0	0.012093802	0	0.020769973	0	0	0	0	0	0	0	0.022592203	0	0	0.017693628	0.018201226	0	0	0	0	0	0	0	0	0	0.02739726	0	0.012857823	0	0	0	0	0	0	0.018929209	0	0	0.029402263	0	0.01391363	0	0	0	0	0	0.011472558	0	0	0	0	0	0	0.036006547	0	0	0	0	0	0	0.021539565	0.014543767
Propionibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mobiluncus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermosipho	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gardnerella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025836167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cardiobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospira	0.145015106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012203912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030306287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.095166368	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010302805	0	0	0	0	0	0	0	0	0
Sinorhizobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rikenella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Veillonella	0	0	0	0	0	0	0	0.013719814	0	0	0	0	0	0	0	0	0	0	0.016111315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02030108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039744929	0	0	0	0.054144288	0	0	0	0	0.097797619	0.025979333	0	0	0	0	0	0	0	0	0	0	0	0.095453013	0	0	0.028195777	0	0.012042011	0	0	0	0.135331215	0	0	0	0	0.058921079	0	0	0	0.044078112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032867709	0	0	0	0	0	0	0	0	0	0	0.266551533	0	0	0	0	0	0	0	0	0	0.015924265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014607637	0	0	0	0	0	0
Helcococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptotrichia	0	0	0	0	0	0	0	0.044864893	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641026	0	0	0	0	0	0	0	0	0	0	0.032384169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024891381	0	0	0.136571734	0	0	0	0	0	0	0	0	0.032110746	0	0	0	0.037614469	0	0	0	0	0	0	0	0	0	0	0.038620501	0	0	0	0	0	0	0.010602205	0	0.062112497	0.016545983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125162549	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054467742	0	0	0	0	0.014595081	0	0	0	0	0	0.013926032	0	0	0.051333689	0	0	0	0	0	0	0	0	0	0.039821755	0	0	0	0	0	0.062338713	0	0	0	0	0	0.01019846	0.07574229	0	0	0	0.017347604	0	0	0	0	0	0	0	0	0	0	0	0	0.061306847	0.022895573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014989215	0	0	0	0
Rothia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kingella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phascolarctobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012630631	0	0	0	0	0	0	0	0.016448091	0.012044816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026599945	0	0	0	0	0	0	0	0	0	0	0.032601292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011397117	0	0	0	0	0	0	0	0	0	0	0	0.029153231	0	0.025992574	0	0	0	0	0	0	0	0	0	0	0	0.017104684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011317331	0	0	0	0	0	0	0	0	0	0
Coprococcus	0	0	0	0	0.032327582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034542314	0	0	0.010429777	0.02203937	0	0	0	0	0	0	0	0	0	0.020100562	0	0	0	0	0	0	0	0	0.018281348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021101884	0	0	0	0	0	0	0	0	0	0	0	0	0.011458456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031481861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030544078	0	0	0	0	0	0	0	0	0	0	0	0.011143607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024987417	0	0
